station_id,station_no,station_name,site_id,site_no,site_name,catchment_id,catchment_no,catchment_name,station_latitude,station_longitude,station_carteasting,station_cartnorthing,station_local_x,station_local_y,object_type,object_type_shortname,station_georefsystem,river_id,river_name,area_id,area_name,station_longname,station_area_wkt,station_area_wkt_org,station_uuid,site_uuid,station_timezone,station_utcoffset,site_longname, station_posmethod
36870 ,15018, Abbey  St  Bathans ,162620,1,Stations,277179,21,Tweed,55.85329633,-2.387448356,375842.00083989,662300.99976468,-265769.535285158,7529266.3639698,"General, Surface  water" ,"GN_STATION,SW_STATION", Web  Mercator ,21483, Whiteadder  Water ,,,,,,a256f41c-d735-4ced-80a1-e8844111afee,f561e825-685f-29f1-9468-a8dec720cdca, (UTC)  Coordinated  Universal  Time ,0,,---
